ID,Language,Lemma,Lemma_en,POS,Definition,Definition_en,Example,Example_en,HurtLex_category,HurtLex_category_full,Definition_ID
FR1776,French,fesses,buttocks,noun,la partie charnue du corps humain sur laquelle vous vous asseyez,The fleshy part of the human body on which you sit.,On peut rajouter aussi à cela les 12 divisions alliées immobilisées en siciles qui coutent en plus la peau des        fesses        en convois pour être ravitaillées.,"We can also add to that the 12 Allied divisions immobilized in Sicily, which cost an arm and a leg in convoys to be supplied.",re,felonies_and_words_related_to_crime_and_immoral_behavior,2306
FR540,French,fille,girl,noun,des termes informels pour une (jeune) femme,informal terms for a (young) woman,"Cette fille ne pense qu’à sortir et faire la fête, elle ne prend rien au sérieux.",This girl only thinks about going out and partying; she doesn't take anything seriously.,qas,with_potential_negative_connotations,2307
FR11,French,flemme,laziness,noun,Grande paresse. ,Great laziness.,"Il a encore la flemme de faire le moindre effort, toujours à se plaindre sans agir.","He’s still too lazy to make the slightest effort, always complaining without taking action.",svp,words_related_to_the_seven_deadly_sins_of_the_Christian_tradition,2308
FR2817,French,flic,cop,noun,termes peu flatteurs pour un policier),unflattering terms for a police officer),Ce flic ne fait rien d’autre que harceler les gens honnêtes au lieu de s’attaquer aux vrais criminels.,This cop does nothing but harass honest people instead of going after the real criminals.,pa,professions_and_occupations,2309
FR1441,French,folie,folly,noun,comportement insensé ou insensé,foolish or senseless behavior,C’est de la pure folie de prendre ce risque sans aucune préparation.,It is pure madness to take this risk without any preparation.,ddp,cognitive_disabilities_and_diversity,2310
FR1441,French,folie,psychosis,noun,trouble relativement permanent de l'esprit,Relatively permanent mental disorder,Son comportement erratique laisse penser qu’il est atteint de folie.,His erratic behavior suggests that he is insane.,ddp,cognitive_disabilities_and_diversity,2311
FR1863,French,fou,mad,adj,atteinte ou caractéristique d’un trouble mental,affected by or characteristic of a mental disorder,Son idée était tellement folle qu’elle frôlait le délire complet.,His idea was so crazy that it bordered on complete madness.,ddp,cognitive_disabilities_and_diversity,2312
FR268,French,fou,madman,noun,quelqu’un de dérangé et peut-être dangereux,Someone disturbed and possibly dangerous,"Ce fou erre dans les rues, menaçant tout le monde autour de lui.","This madman wanders the streets, threatening everyone around him.",ddp,cognitive_disabilities_and_diversity,2313
FR2249,French,foutre,fuck,verb,Posséder sexuellement.,To possess sexually.,Va te faire foutre !,Go fuck yourself!,pr,words_related_to_prostitution,2314
FR2249,French,foutre,do,verb,Faire.,To do.,Qu'est-ce que ça peut me foutre ?,What the hell do I care?,pr,words_related_to_prostitution,2315
FR2249,French,foutre,throw,verb,Donner (avec violence).,To give (violently).,"Tais-toi, ou je te fous une baffe !","Shut up, or I'll slap you!",pr,words_related_to_prostitution,2316
FR1296,French,foutre,semen,noun,le liquide blanc épais contenant des spermatozoïdes qui est éjaculé par l’appareil génital masculin,The thick white fluid containing sperm that is ejaculated by the male genital apparatus.,"Il parle tout le temps de sexe, c’est vraiment un obsédé du foutre.",He talks about sex all the time; he's really obsessed with cum.,pr,words_related_to_prostitution,2317
FR3447,French,foutu,damned,adj,Mauvais.,Bad.,Il a un foutu caractère.,He has a damn temper.,dmc,moral_and_behavioral_defects,2318
FR3447,French,foutu,doomed,adj,"Perdu, ruiné ou condamné. ","Lost, ruined, or doomed.",C'est un type foutu.,He's a screwed-up guy.,dmc,moral_and_behavioral_defects,2319
FR3447,French,foutu,done,adj,"Fait, arrangé, conçu (plus ou moins bien).","Made, arranged, designed (more or less well).",Une fille mal foutue.,A badly built girl.,dmc,moral_and_behavioral_defects,2320
FR44,French,fraude,fraud,noun,quelque chose destiné à tromper; tricherie délibérée destinée à obtenir un avantage,Something intended to deceive; deliberate cheating aimed at gaining an advantage.,Cette entreprise pratique la fraude systématique pour gonfler ses bénéfices au détriment des clients.,This company systematically commits fraud to inflate its profits at the expense of its customers.,re,felonies_and_words_related_to_crime_and_immoral_behavior,2321
FR2705,French,furieux,furious,adj,"En proie à la fureur, au délire.","Beset by fury, by delirium.","Il est devenu furieux pour un rien, perdant tout contrôle et insultant tout le monde autour.","He became furious over nothing, losing all control and insulting everyone around.",svp,words_related_to_the_seven_deadly_sins_of_the_Christian_tradition,2322
FR3392,French,fâché,angry,adj,Être fâché contre qqn. ,To be angry with someone.,Elle est fâchée avec l'orthographe.,She is bad at spelling.,svp,words_related_to_the_seven_deadly_sins_of_the_Christian_tradition,2323
FR774,French,gaffe,blunder,noun,Acte socialement maladroit ou sans tact,Socially awkward or tactless act,Il a encore fait une gaffe énorme en insultant son patron devant tout le monde.,He made another huge blunder by insulting his boss in front of everyone.,dmc,moral_and_behavioral_defects,2324
FR1543,French,gamin,urchin,noun,enfant citadin pauvre et souvent espiègle,Poor and often mischievous city child,"Ce gamin ne respecte rien ni personne, toujours à faire des bêtises dans le quartier.","That kid respects nothing and no one, always causing trouble in the neighborhood.",qas,with_potential_negative_connotations,2325
FR646,French,gang,gang,noun,"Bande organisée, association de malfaiteurs ","Organized gang, criminal conspiracy",Ce gang de voyous terrorise tout le quartier sans jamais être inquiété par la police.,This gang of thugs terrorizes the entire neighborhood without ever being bothered by the police.,re,felonies_and_words_related_to_crime_and_immoral_behavior,2326
FR584,French,gars,guy,noun,un garçon ou un homme,a boy or a man,Ce gars-là ne fout rien de ses journées et se plaint tout le temps.,That guy does nothing all day and complains all the time.,qas,with_potential_negative_connotations,2327
FR1341,French,gay,gay,noun,Relatif aux homosexuels.,Relating to homosexuals.,musclés virils c est un film gay ou c est pour les midinettes ?:),Muscular and manly—is it a gay film or is it for groupies? :),om,words_related_to_homosexuality,2328
FR2401,French,gens,people,noun,les gens ordinaires en général,ordinary people in general,"Ces gens ne comprennent rien à rien, toujours à critiquer sans savoir.","These people understand nothing at all, always criticizing without knowing.",qas,with_potential_negative_connotations,2329
FR394,French,gosse,kid,noun,Enfant.,Child.,Un sale gosse,A brat,asm,male_genitalia,2330
FR1006,French,gueule,mouth,noun,termes informels pour la bouche,informal terms for the mouth,(Ferme) ta gueule !,(Shut) your mouth!,qas,with_potential_negative_connotations,2331
FR1006,French,gueule,mug,noun,"Figure, visage","Figure, face",il a une sale gueule.,He has a nasty mug.,qas,with_potential_negative_connotations,2332
FR775,French,gâcher,blunder,noun,une erreur embarrassante,an embarrassing mistake,Ce gâcher dans la présentation a complètement fait perdre la crédibilité au conférencier,This blunder in the presentation completely destroyed the speaker's credibility.,cds,derogatory_words,2333
FR3214,French,gâcher,spoil,verb,"Gâter, troubler.","To spoil, to disturb.",Il nous gâche le plaisir.,He spoils our fun.,cds,derogatory_words,2334
FR3214,French,gâcher,spoil,verb,"faire un gâchis, détruire ou ruiner","to make a mess, destroy or ruin",Il a complètement gâché l’événement avec son comportement immature et irresponsable.,He completely ruined the event with his immature and irresponsible behavior.,cds,derogatory_words,2335
FR2496,French,handicap,disability,noun,la condition d’être incapable de travailler en raison d’une incapacité physique ou mentale,the condition of being unable to work due to a physical or mental disability,"Il se sert de son handicap comme d’un bouclier pour éviter toute responsabilité, c’est pathétique.",He uses his disability as a shield to avoid any responsibility; it's pathetic.,ddf,physical_disabilities_and_diversity,2336
FR2497,French,handicapé,disabled,noun,Qui est en situation de handicap.,Who has a disability.,"Il se comporte comme un handicapé incapable de comprendre quoi que ce soit, toujours à ralentir tout le monde.","He behaves like a disabled person incapable of understanding anything, always slowing everyone down.",ddf,physical_disabilities_and_diversity,2337
FR1714,French,horreur,horror,noun,quelque chose qui inspire le dégoût; quelque chose d’horrible,Something that inspires disgust; something horrible.,"Cette décoration est une horreur, c’est un vrai cauchemar visuel qui donne envie de fuir.","This decoration is a horror, a real visual nightmare that makes you want to run away.",svp,words_related_to_the_seven_deadly_sins_of_the_Christian_tradition,2338
FR1726,French,hypocrisie,hypocrisy,noun,l’insincérité en prétendant avoir des qualités ou des croyances que vous n’avez pas vraiment,Insincerity in pretending to have qualities or beliefs that you do not truly possess.,"Son hypocrisie est insupportable, il joue un double jeu ignoble pour manipuler tout le monde.",His hypocrisy is unbearable; he plays a vile double game to manipulate everyone.,dmc,moral_and_behavioral_defects,2339
FR1722,French,hypocrite,hypocrite,noun,une personne qui professe des croyances et des opinions qu’elle n’a pas afin de dissimuler ses sentiments ou motifs réels,A person who professes beliefs and opinions they do not have in order to conceal their true feelings or motives.,"C’est un hypocrite fini, prêt à trahir ses proches pour préserver son image de saint.","He is a complete hypocrite, ready to betray his loved ones to preserve his image as a saint.",dmc,moral_and_behavioral_defects,2340
FR277,French,idiot,dupe,noun,une personne crédule et facile à exploiter,a gullible and easily exploited person,Ce pigeon idiot s’est fait avoir par la première arnaque venue.,That stupid sucker fell for the first scam that came along.,cds,derogatory_words,2341
FR277,French,idiot,idiot,noun,une personne dont l'intelligence est inférieure à la normale,a person whose intelligence is below normal,"C’est un abruti fini, incapable de comprendre quoi que ce soit de complexe.","He’s a complete idiot, incapable of understanding anything complex.",cds,derogatory_words,2342
FR277,French,idiot,idiot,noun,une personne qui n'est pas très intelligente,a person who is not very intelligent,"Avec son raisonnement idiot, il ridiculise toute l’équipe.","With his stupid reasoning, he makes the whole team look ridiculous.",cds,derogatory_words,2343
FR626,French,idiot,idiot,adj,manque ou est marqué par un manque d’acuité intellectuelle,lacks or is marked by a lack of intellectual acuity,Cette décision idiote a foutu en l’air tout le projet.,This stupid decision screwed up the whole project.,cds,derogatory_words,2344
FR2539,French,ignorance,ignorance,noun,le manque de connaissances ou d’éducation,the lack of knowledge or education,"Son ignorance crasse l’empêche de comprendre les choses les plus simples, c’est désespérant.",His utter ignorance prevents him from understanding the simplest things; it’s despairing.,svp,words_related_to_the_seven_deadly_sins_of_the_Christian_tradition,2345
FR3768,French,imbécile,fool,adj,dénué de bon sens ou de jugement,lacking common sense or judgment,"Quelle idée imbécile de venir ici sans prévenir, tu ne penses jamais aux conséquences.","What a foolish idea to come here without warning, you never think about the consequences.",cds,derogatory_words,2346
FR261,French,imbécile,imbecile,noun,une personne d’intelligence subnormale,a person of below-average intelligence,"C’est un imbécile complet, incapable de comprendre quoi que ce soit de complexe.","He is a complete fool, incapable of understanding anything complex.",cds,derogatory_words,2347
FR261,French,imbécile,imbecile,noun,une personne stupide ; ces mots sont utilisés pour exprimer une mauvaise opinion de l'intelligence de quelqu'un,a stupid person; these words are used to express a poor opinion of someone's intelligence,Cet imbécile a encore fait planter le système avec ses manipulations foireuses.,That idiot has crashed the system again with his botched manipulations.,cds,derogatory_words,2348
FR261,French,imbécile,imbecile,noun,une personne stupide et idiote,a stupid and idiotic person,"Regarde cet imbécile, toujours à faire les pires erreurs sans apprendre.","Look at that fool, always making the worst mistakes without learning.",cds,derogatory_words,2349
FR261,French,imbécile,fool,noun,une personne qui n'est pas très intelligente,a person who is not very intelligent,"Arrête de faire l’imbécile, concentre-toi un peu sur ton travail.","Stop acting like a fool, focus a little on your work.",cds,derogatory_words,2350
FR802,French,incapable,incapable,noun,"qui n'est pas capable (par nature ou par accident, de façon temporaire ou définitive) de.","who is not capable (by nature or by accident, temporarily or permanently) of.",Cet incapable gâche toujours tout ce qu’il touche.,That incompetent person always messes up everything he touches.,dmc,moral_and_behavioral_defects,2351
FR2612,French,incapable,incapable,adj,"ne pas avoir les moyens, les compétences ou le savoir-faire nécessaires","not having the means, skills, or expertise required",Il est incapable de gérer un simple projet sans aide.,He is incapable of managing a simple project without help.,dmc,moral_and_behavioral_defects,2352
FR2682,French,jalousie,jealousy,noun,un sentiment de jalousie (surtout envers un rival),a feeling of jealousy (especially towards a rival),Sa jalousie maladive détruit toutes ses relations.,His pathological jealousy destroys all his relationships.,svp,words_related_to_the_seven_deadly_sins_of_the_Christian_tradition,2353
FR2685,French,jaloux,jealous,adj,"Qui éprouve de la jalousie (1), de l'envie.","Who feels jealousy (1), envy.",Il est trop jaloux et étouffe tout autour de lui.,He is too jealous and smothers everyone around him.,svp,words_related_to_the_seven_deadly_sins_of_the_Christian_tradition,2354
FR3948,French,jaune,asian,noun,Asiatique.,Asian.,Il traite tous les jaunes comme des étrangers.,He treats all the yellow people like foreigners.,ps,negative_stereotypes_ethnic_slurs,2355
FR2396,French,juif,jew,noun,une personne appartenant au groupe mondial revendiquant la descendance de Jacob (ou convertie à celui-ci) et liée par des liens culturels ou religieux,A person belonging to the global group claiming descent from Jacob (or converted to it) and connected by cultural or religious ties.,Cet homme est accusé à tort à cause de son statut de juif.,This man is wrongly accused because of his Jewish status.,ps,negative_stereotypes_ethnic_slurs,2356
FR3737,French,juif,jewish,adj,"des Juifs, de leur culture ou de leur religion","Jews, their culture, or their religion","Il déforme tout dans un style juif, selon ses préjugés.","He distorts everything in a Jewish style, according to his prejudices.",ps,negative_stereotypes_ethnic_slurs,2357
FR1736,French,lune,spacey,noun,très distrait.,very absent-minded.,"Il est toujours dans la lune, incapable de suivre.","He is always daydreaming, unable to keep up.",qas,with_potential_negative_connotations,2358
FR1736,French,lune,moon,noun,derrière.,behind.,Assieds-toi sur ta lune et arrête de râler.,Sit on your moon and stop complaining.,qas,with_potential_negative_connotations,2359
FR3518,French,lâche,cowardice,adj,manque de courage; ignoblement timide et peureux,Lack of courage; ignobly timid and fearful.,Ce lâche fuit dès qu’il y a un problème.,This coward runs away as soon as there is a problem.,cds,derogatory_words,2360
FR1073,French,lâche,coward,noun,une personne qui montre de la peur ou de la timidité,a person who shows fear or shyness,Un vrai lâche ne mérite pas le respect.,A true coward does not deserve respect.,cds,derogatory_words,2361
FR1387,French,lâcheté,cowardice,noun,trait de manque de courage,sign of a lack of courage, Sa lâcheté est la cause de tous ses échecs.,",His cowardice is the cause of all his failures.",cds,derogatory_words,2362
FR1961,French,mac,pimp,noun,souteneur,pimp,Ce mac exploite des jeunes femmes sans scrupules.,This guy exploits young women without scruples.,cds,derogatory_words,2363
FR2819,French,mafia,mafia,noun,"Bande organisée, association de malfaiteurs ","Organized gang, criminal conspiracy",La mafia contrôle tout le quartier par la terreur.,The mafia controls the entire neighborhood through terror.,cds,derogatory_words,2364
FR1000,French,mal,bad,adv,avoir des qualités indésirables ou négatives,to have undesirable or negative qualities,"Il fait toujours son travail mal, c’est insupportable.","He always does his work poorly, it's unbearable.",dmc,moral_and_behavioral_defects,2365
FR1907,French,mal,wickedness,noun,comportement moralement répréhensible,morally reprehensible behavior,Son mal cause la souffrance autour de lui.,His pain causes suffering around him.,dmc,moral_and_behavioral_defects,2366
FR2299,French,malin,wicked,adj,moralement mauvais ou mal,morally bad or wrong,C’est un malin qui manipule tout le monde pour son profit.,He is a clever person who manipulates everyone for his own gain.,dmc,moral_and_behavioral_defects,2367
FR43,French,maltraitance,abuse,noun,traitement cruel ou inhumain,cruel or inhuman treatment,La maltraitance des enfants dans cette famille est honteuse.,The mistreatment of children in this family is shameful.,re,felonies_and_words_related_to_crime_and_immoral_behavior,2368
FR953,French,masse,mass,noun,un corps de matière sans forme définie,a body of matter without a defined shape,Une masse de personnes ignorantes sans opinion propre.,A mass of ignorant people without their own opinion.,qas,with_potential_negative_connotations,2369
FR1001,French,mauvais,bad,adj,avoir des qualités indésirables ou négatives,to have undesirable or negative qualities,Il est un mauvais élément dans l’équipe.,He is a bad element in the team.,dmc,moral_and_behavioral_defects,2370
FR1969,French,maîtresse,mistress,noun,une femme adultère; une femme qui a une relation sexuelle extraconjugale avec un homme,an adulterous woman; a woman who has an extramarital sexual relationship with a man,Il trompe sa femme avec sa maîtresse depuis des années.,He has been cheating on his wife with his mistress for years.,cds,derogatory_words,2371
FR577,French,mec,guy,noun,une forme d'adresse informelle pour un homme,an informal form of address for a man,Ce mec est incapable de finir quoi que ce soit.,This guy is incapable of finishing anything.,om,words_related_to_homosexuality,2372
FR577,French,mec,guy,noun,un garçon ou un homme,a boy or a man,"Ce mec est complètement paumé, incapable de prendre une décision.","This guy is completely lost, unable to make a decision.",om,words_related_to_homosexuality,2373
FR2663,French,membre,penis,noun,sexe de l'homme,male sex,Il parle toujours de son membre comme d’une fierté ridicule.,He always talks about his member as if it were a ridiculous pride.,asm,male_genitalia,2374
FR572,French,mensonge,lie,noun,une fausse déclaration,a false statement,Son mensonge constant détruit toute confiance.,His constant lying destroys all trust.,cds,derogatory_words,2375
FR621,French,menteur,liar,noun,une personne qui a menti ou qui ment à plusieurs reprises,a person who has lied or lies repeatedly,C’est un menteur invétéré qui ne sait pas dire la vérité.,He is a habitual liar who does not know how to tell the truth.,dmc,moral_and_behavioral_defects,2376
FR2610,French,mentir,lie,verb,dire un mensonge; faire semblant avec l’intention de tromper,to tell a lie; to pretend with the intention to deceive,Il ment sans cesse pour cacher ses échecs.,He constantly lies to hide his failures.,cds,derogatory_words,2377
FR1291,French,merde,shit,noun,un terme grossier pour la défécation,a crude term for defecation,"Ce plan est une vraie merde, rien ne fonctionne comme prévu.","This plan is a real mess, nothing is working as expected.",cds,derogatory_words,2378
FR3215,French,merder,struggle,verb,"Éprouver des difficultés, ne pas savoir répondre","Having difficulties, not knowing how to respond",Merder à une interro de maths.,Screwing up a math test.,cds,derogatory_words,2379
FR3215,French,merder,mess,verb,"Échouer, rater.","To fail, to miss.",L'affaire a complètement merdé.,The whole thing completely screwed up.,cds,derogatory_words,2380
FR3251,French,mettre,introduce,verb,introduire,to introduce,Il met toujours son grain de sel là où il ne faut pas.,He always puts in his two cents where he shouldn't.,qas,with_potential_negative_connotations,2381
FR3131,French,meurtre,murder,noun,le meurtre d’un être humain par un autre être humain,the murder of one human being by another human being,Ce meurtre odieux prouve l’inhumanité totale de ce monstre.,This heinous murder proves the total inhumanity of this monster.,re,felonies_and_words_related_to_crime_and_immoral_behavior,2382
FR1004,French,moche,ugly,adj,désagréable pour les sens,unpleasant for the senses,Ce type est tellement moche qu’il fait peur rien qu’en entrant dans la pièce.,This guy is so ugly that he scares people just by walking into the room.,cds,derogatory_words,2383
FR3291,French,mourir,die,verb,disparaître,to disappear,"Son esprit est mort depuis longtemps, incapable de se relever.","His mind has been dead for a long time, unable to recover.",cds,derogatory_words,2384
FR2992,French,moutons,sheep,noun,"une personne qui se laisse mener passivement, n'a pas d'opinion personnelle.",A person who lets themselves be led passively has no personal opinion.,Ces moutons suivent bêtement sans jamais réfléchir par eux-mêmes.,These sheep follow blindly without ever thinking for themselves.,an,animals,2385
FR980,French,méchant,villain,noun,une personne méchante ou mauvaise; quelqu’un qui fait le mal délibérément,A mean or bad person; someone who deliberately does evil.,Ce méchant ne pense qu’à nuire aux autres.,This villain only thinks about harming others.,dmc,moral_and_behavioral_defects,2386
FR3701,French,méchant,wicked,adj,moralement mauvais en principe ou dans la pratique,morally wrong in principle or in practice,Un geste méchant qui montre son vrai visage.,A mean gesture that reveals his true colors.,dmc,moral_and_behavioral_defects,2387
FR981,French,méchante,wicked,noun,"Qui fait délibérément du mal ou cherche à en faire, le plus souvent de façon ouverte et agressive","Who deliberately causes harm or seeks to do so, most often in an open and aggressive manner.",C’est une méchante qui profite des faiblesses des autres.,She is a mean person who takes advantage of others' weaknesses.,cds,derogatory_words,2388
FR1835,French,nain,dwarf,noun,une personne qui est nettement plus petite,a person who is noticeably smaller,"Il se croit grand, mais c’est juste un nain dans tous les domaines.","He thinks he's great, but he's just a dwarf in every way.",ddf,physical_disabilities_and_diversity,2389
FR2155,French,nana,girl,noun,des termes informels pour une (jeune) femme,informal terms for a (young) woman,"Cette nana ne pense qu’à elle, toujours superficielle et égoïste.","This girl only thinks about herself, always superficial and selfish.",pr,words_related_to_prostitution,2390
FR1987,French,nazi,nazi,noun,Membre du parti national-socialiste de Hitler.,Member of Hitler's National Socialist Party.,Ce nazi prétend défendre la nation mais ne fait que semer la haine.,This Nazi claims to defend the nation but only spreads hatred.,ps,negative_stereotypes_ethnic_slurs,2391
FR1302,French,nique,taunt,noun,"Faire la nique à qqn, lui faire un signe de mépris, de bravade.","To taunt someone, to make a gesture of contempt or defiance at them.","Il lui a fait une nique méprisante, incapable de garder son calme.","He gave him a contemptuous sneer, unable to keep his composure.",asm,male_genitalia,2392
FR2242,French,niquer,wreck,verb,"Abîmer, détériorer ; détruire.","To damage, to deteriorate; to destroy.",il a niqué la télé avec son produit.,He screwed up the TV with his product.,asm,male_genitalia,2393
FR2242,French,niquer,trick,verb,"Attraper, berner (qqn).","To catch, to fool (someone).",Il s'est fait niquer.,He got screwed.,asm,male_genitalia,2394
FR2242,French,niquer,fuck,verb,avoir des rapports sexuels avec,to have sexual intercourse with,"Nique ta mère !, nique ta race !",Fuck your mother! Fuck your race!,asm,male_genitalia,2395
FR3455,French,niqué,screwed,adj," abîmé, bousillé","damaged, wrecked","Ce téléphone est complètement niqué après sa chute, foutu pour de bon.","This phone is completely screwed after its fall, totally ruined for good.",dmc,moral_and_behavioral_defects,2396
FR1914,French,noir,black,adj,"d’un groupe racial ou appartenant à un groupe racial ayant une peau foncée, en particulier d’origine africaine subsaharienne","of a racial group or belonging to a racial group with dark skin, particularly of sub-Saharan African origin",regarde ce noir là-bas comment il est habillé,"Look at that black man over there, how he is dressed.",ps,negative_stereotypes_ethnic_slurs,2397
FR2517,French,non sens,nonsense,noun,au sens de absurdité,in the sense of absurdity,"Ce qu’il raconte est un non-sens complet, digne d’un enfant incapable de raisonner.","What he is saying is complete nonsense, worthy of a child incapable of reasoning.",ddp,cognitive_disabilities_and_diversity,2398
FR1406,French,ordures,scum,noun,Personne abjecte,Abject person,Espèce d'ordure !,You filthy scum!,cds,derogatory_words,2399
FR3781,French,pathétique,pathetic,adj,Qui inspire une pitié méprisante.,Who inspires contemptuous pity.,"Son attitude pathétique fait honte à tout le monde, incapable de se relever.","His pathetic attitude shames everyone, unable to get back up.",is,words_related_to_social_and_economic_disadvantage,2400
FR1911,French,pauvre,worthless,adj,manque d’utilité ou de valeur,lack of usefulness or value,C’est un pauvre type incapable de réussir quoi que ce soit.,He is a poor guy incapable of succeeding at anything.,is,words_related_to_social_and_economic_disadvantage,2401
FR2345,French,pauvre,pauper,noun,une personne très pauvre,a very poor person,Ce pauvre vit dans la misère et ne fait rien pour s’en sortir.,This poor man lives in misery and does nothing to get out of it.,is,words_related_to_social_and_economic_disadvantage,2402
FR2523,French,pauvreté,poverty,noun,l’état d’avoir peu ou pas d’argent et peu ou pas de biens matériels,the state of having little or no money and few or no material possessions,Sa pauvreté intellectuelle est aussi choquante que son manque d’argent.,His intellectual poverty is as shocking as his lack of money.,is,words_related_to_social_and_economic_disadvantage,2403
FR504,French,pigeon,dupe,noun,une personne crédule et facile à exploiter,a gullible and easily exploited person,c'est un vrai pigeon d'avoir payé ce prix.,It's a real sucker's price to have paid.,an,animals,2404
FR1643,French,pirate,plagiarist,noun,quelqu’un qui utilise les mots ou les idées d’une autre personne comme s’ils étaient les siens,someone who uses another person's words or ideas as if they were their own,Ce pirate vole sans honte le travail des autres pour se faire de l’argent facile.,This pirate shamelessly steals the work of others to make easy money.,re,felonies_and_words_related_to_crime_and_immoral_behavior,2405
FR3698,French,pitoyable,pitiful,adj,Digne de pitié.,Worthy of pity.,Son comportement pitoyable montre à quel point il est incapable de gérer la moindre responsabilité.,His pitiful behavior shows how incapable he is of handling even the slightest responsibility.,is,words_related_to_social_and_economic_disadvantage,2406
FR716,French,porc,pig,noun,une personne considérée comme gourmande et porcine,a person considered greedy and piggish,Manger comme un porc,Eat like a pig,an,animals,2407
FR716,French,porc,porker,noun,une personne grossière et odieuse,a rude and obnoxious person,C'est un vrai porc,He is a real pig.,an,animals,2408
FR583,French,pote,buddy,noun,"Camarade, ami.","Comrade, friend.","lui, c'est vraiment pas un pote.",He’s really not a friend.,cds,derogatory_words,2409
FR558,French,poule,harlot,noun,Fille de mœurs légères.,Woman of loose morals.,regarde ces petites poules sur la plage.,Look at these little hens on the beach.,an,animals,2410
FR1078,French,poulet,cop,noun,termes peu flatteurs pour un policier),unflattering terms for a police officer),"Ces poulets ne font que traîner dans les rues sans rien faire de concret, incapables de protéger personne.","These cops just hang around the streets doing nothing concrete, unable to protect anyone.",an,animals,2411
FR1224,French,problème,problem,noun,un événement causant de la détresse ou de la douleur,an event causing distress or pain,"Il est un vrai problème partout où il passe, toujours à créer des conflits inutiles.","He is a real problem wherever he goes, always creating unnecessary conflicts.",cds,derogatory_words,2412
FR1424,French,punaise,bugger,noun,Personne détestable.,Despicable person.,"Cette punaise ne pense qu’à nuire aux autres, une vraie plaie pour tout le monde.","This bug only thinks about harming others, a real nuisance for everyone.",an,animals,2413
FR532,French,putain,adulteress,noun,une femme adultère; une femme qui a une relation sexuelle extraconjugale avec un homme,an adulterous woman; a woman who has an extramarital sexual relationship with a man,Cette putain trahit son mari sans aucune honte.,That bitch betrays her husband without any shame.,pr,words_related_to_prostitution,2414
FR532,French,putain,prostitute,noun,une femme qui a des rapports sexuels pour de l’argent,a woman who has sex for money,Il méprise ces putains qu’il croit responsables de tous les problèmes.,He despises those whores he believes are responsible for all the problems.,pr,words_related_to_prostitution,2415
FR532,French,putain,slut,noun,une femme sale et désordonnée,a dirty and messy woman,"C’est une putain dégoûtante, incapable de tenir sa vie en ordre.","She’s a disgusting whore, incapable of keeping her life in order.",pr,words_related_to_prostitution,2416
FR539,French,pute,adulteress,noun,une femme adultère; une femme qui a une relation sexuelle extraconjugale avec un homme,an adulterous woman; a woman who has an extramarital sexual relationship with a man,Cette pute ne pense qu’à tromper son mari sans aucun remords.,That bitch only thinks about cheating on her husband without any remorse.,pr,words_related_to_prostitution,2417
FR539,French,pute,prostitute,noun,une femme qui a des rapports sexuels pour de l’argent,a woman who has sex for money,Il traite toutes les prostituées de putes avec un mépris total.,He calls all prostitutes whores with total contempt.,pr,words_related_to_prostitution,2418
FR539,French,pute,slut,noun,une femme sale et désordonnée,a dirty and messy woman,"C’est une vraie pute, incapable de garder un minimum d’hygiène.","She’s a real slut, incapable of maintaining even basic hygiene.",pr,words_related_to_prostitution,2419
FR1142,French,pédophile,pedophile,noun,un adulte qui est attiré sexuellement par les enfants,an adult who is sexually attracted to children,il a vraiment une tête de pédophile à regarder les enfants comme ça.,He really looks like a pedophile watching the children like that.,re,felonies_and_words_related_to_crime_and_immoral_behavior,2420
FR1212,French,péter,fart,verb,expulser les gaz intestinaux par l’anus,to expel intestinal gas through the anus,"Il n’arrête pas de péter bruyamment sans aucune gêne, c’est vraiment dégoûtant.","He keeps farting loudly without any shame, it's really disgusting.",cds,derogatory_words,2421
FR1212,French,péter,break,verb,Casser,Break,Il lui a pété la gueule.,He smashed his face in.,cds,derogatory_words,2422
FR1212,French,péter,freak,verb,perdre le contrôle de soi ; devenir fou.,to lose self-control; to go crazy.,"Péter les plombs (les boulons, un câble, une durit, etc.)","To lose it (to blow a fuse, a bolt, a cable, a hose, etc.)",cds,derogatory_words,2423
FR1209,French,queue,penis,noun,Pénis.,Penis.,suce ma queue !,Suck my cock!,qas,with_potential_negative_connotations,2424
FR1128,French,racaille,thugs,noun,Ensemble d'individus louches (craints ou méprisés).,A group of shady individuals (feared or despised).,il a vraiment une tête de racaille avec sa casquette.,He really looks like a thug with his cap.,re,felonies_and_words_related_to_crime_and_immoral_behavior,2425
FR3081,French,race,race,noun,les personnes dont on croit qu’elles appartiennent au même stock génétique,people believed to belong to the same genetic stock,ce type est vraiment une sale race.,This guy is really a nasty piece of work.,qas,with_potential_negative_connotations,2426
FR2100,French,rage,rabies,noun,une maladie virale aiguë du système nerveux des animaux à sang chaud (habituellement transmise par la morsure d’un animal enragé); la rage est mortelle si le virus atteint le cerveau,An acute viral disease of the nervous system in warm-blooded animals (usually transmitted by the bite of a rabid animal); rabies is fatal if the virus reaches the brain.,"Ce type enragé, bouffé par la rage, est une menace mortelle qu’il faudrait abattre sans hésiter.","This enraged guy, consumed by rage, is a deadly threat that should be taken down without hesitation.",svp,words_related_to_the_seven_deadly_sins_of_the_Christian_tradition,2427
